palavra,video_url,filename,classe_gramatical,assunto,configuracao_mao
MATRÍCULA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/matriculaSm_Prog001.mp4,MATRÍCULA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
MATRICULAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/matricularSm_Prog001.mp4,MATRICULAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
MATRIZ1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/matriz1Sm_Prog001.mp4,MATRIZ1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MATRIZ2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/matriz2Sm_Prog001.mp4,MATRIZ2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
MAU1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mau1Sm_Prog001.mp4,MAU1.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg
MAU2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mau2Sm_Prog001.mp4,MAU2.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
MÁXIMO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/maximoSm_Prog001.mp4,MÁXIMO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MECÂNICO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mecanicoSm_Prog001.mp4,MECÂNICO.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MEDALHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medalhaSm_Prog001.mp4,MEDALHA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg
MEDICINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medicinaSm_Prog001.mp4,MEDICINA.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
MÉDICO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medicoSm_Prog001.mp4,MÉDICO.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MÉDIO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medio1Sm_Prog001.mp4,MÉDIO1.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MÉDIO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medio2Sm_Prog001.mp4,MÉDIO2.mp4,ADJETIVO,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MEDIR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medirSm_Prog001.mp4,MEDIR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg55.jpg
MEDITAÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meditacaoSm_Prog001.mp4,MEDITAÇÃO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg61.jpg
MEDITAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meditacaoSm_Prog001.mp4,MEDITAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg61.jpg
MEDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medoSm_Prog001.mp4,MEDO.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg33.jpg
MEDONHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/medoSm_Prog001.mp4,MEDONHO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
MEGAFONE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/megafoneSm_Prog001.mp4,MEGAFONE.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51b.jpg
MEIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meiaSm_Prog001.mp4,MEIA.mp4,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg16.jpg
MEIA-CALÇA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meia_calcaSm_Prog001.mp4,MEIA-CALÇA.mp4,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
MEIA-HORA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meio-horaSm_Prog001.mp4,MEIA-HORA.mp4,SUBSTANTIVO,ANO SIDERAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MEIA-NOITE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meia_noiteSm_Prog001.mp4,MEIA-NOITE.mp4,SUBSTANTIVO,ANO SIDERAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MEIO-DIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meia_diaSm_Prog001.mp4,MEIO-DIA.mp4,SUBSTANTIVO,ANO SIDERAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MEIO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meio1Sm_Prog001.mp4,MEIO1.mp4,SUBSTANTIVO,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
MEIO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meio2Sm_Prog001.mp4,MEIO2.mp4,SUBSTANTIVO,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MEL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/melSm_Prog001.mp4,MEL.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg06.jpg
MELANCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/melanciaSm_Prog001.mp4,MELANCIA.mp4,SUBSTANTIVO,FRUTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
MELÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/melaoSm_Prog001.mp4,MELÃO.mp4,SUBSTANTIVO,FRUTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MELHOR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/melhorSm_Prog001.mp4,MELHOR.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MEMBRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/membroSm_Prog001.mp4,MEMBRO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MEMÓRIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/memoriaSm_Prog001.mp4,MEMÓRIA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
MEMORIZAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/memorizarSm_Prog001.mp4,MEMORIZAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg35a.jpg
MENDIGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mendigarSm_Prog001.mp4,MENDIGAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MENDIGO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mendigoSm_Prog001.mp4,MENDIGO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MENINA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menina1Sm_Prog001.mp4,MENINA1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MENINA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menina2Sm_Prog001.mp4,MENINA2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MENINO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menino1Sm_Prog001.mp4,MENINO1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MENINO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menino2Sm_Prog001.mp4,MENINO2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
MENOR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menorSm_Prog001.mp4,MENOR1.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MENOR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menor2Sm_Prog001.mp4,MENOR2.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08b.jpg
MENOS1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menos1Sm_Prog001.mp4,MENOS1.mp4,PREP.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MENOS2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menos2Sm_Prog001.mp4,MENOS2.mp4,ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
MENOS3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menos3Sm_Prog001.mp4,MENOS3.mp4,PRON. INDEFIN.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MENOSPREZAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menosprezarSm_Prog001.mp4,MENOSPREZAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
MENSAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mensalSm_Prog001.mp4,MENSAL.mp4,ADJETIVO,ANO SIDERAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
MENSTRUAÇÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menstruacaoSm_Prog001.mp4,MENSTRUAÇÃO.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
MENSTRUAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menstruarSm_Prog001.mp4,MENSTRUAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
MENTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/menteSm_Prog001.mp4,MENTE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg
MENTIR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mentirSm_Prog001.mp4,MENTIR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg
MERCADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mercadoSm_Prog001.mp4,MERCADO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
MERDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/merdaSm_Prog001.mp4,MERDA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
MERETRIZ1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meretriz1Sm_Prog001.mp4,MERETRIZ1.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg60.jpg
MERETRIZ2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meretriz2Sm_Prog001.mp4,MERETRIZ2.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MERGULHAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mergulharSm_Prog001.mp4,MERGULHAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg
MÊS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mesSm_Prog001.mp4,MÊS.mp4,SUBSTANTIVO,ANO SIDERAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
MESA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mesaSm_Prog001.mp4,MESA1.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
MESA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mesa2Sm_Prog001.mp4,MESA2.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
MESMO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mesmoSm_Prog001.mp4,MESMO.mp4,ADV.,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg
MESQUINHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mesquinhoSm_Prog001.mp4,MESQUINHO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
MESTRADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mestradoSm_Prog001.mp4,MESTRADO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
MESTRE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mestreSm_Prog001.mp4,MESTRE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg
METADE1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metade1Sm_Prog001.mp4,METADE1.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
METADE2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metade2Sm_Prog001.mp4,METADE2.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
METAIS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metaisSm_Prog001.mp4,METAIS.mp4,SUBSTANTIVO,MATÉRIA/SUBSTÂNCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg27.jpg
METER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meterSm_Prog001.mp4,METER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
METIDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metidoSm_Prog001.mp4,METIDO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
METODOLOGIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metodologiaSm_Prog001.mp4,METODOLOGIA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
METRALHADORA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metralhadoraSm_Prog001.mp4,METRALHADORA.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
METRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metroSm_Prog001.mp4,METRO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg49.jpg
METRÔ1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metro1Sm_Prog001.mp4,METRÔ1.mp4,SUBSTANTIVO,TRANPORTE/VEÍCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg31.jpg
METRÔ2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/metro2Sm_Prog001.mp4,METRÔ2.mp4,SUBSTANTIVO,TRANPORTE/VEÍCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
MEU1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meu1Sm_Prog001.mp4,MEU1.mp4,PRONOME,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MEU2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/meu2Sm_Prog001.mp4,MEU2.mp4,PRONOME,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg
MEXER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mexerSm_Prog001.mp4,MEXER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg
MEXERICA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mexericaSm_Prog001.mp4,MEXERICA.mp4,SUBSTANTIVO,FRUTA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg
MEXICANO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mexicanoSm_Prog001.mp4,MEXICANO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MÉXICO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mexicoSm_Prog001.mp4,MÉXICO.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MEXILHÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mexilhaoSm_Prog001.mp4,MEXILHÃO.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53b.jpg
MICO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/micoSm_Prog001.mp4,MICO.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg
MICROFONE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/microfoneSm_Prog001.mp4,MICROFONE.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
MICROONDAS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/microondasSm_Prog001.mp4,MICROONDAS.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MICROÔNIBUS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/microoinbusSm_Prog001.mp4,MICROÔNIBUS.mp4,SUBSTANTIVO,TRANPORTE/VEÍCULO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MICROSCÓPIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/microscopioSm_Prog001.mp4,MICROSCÓPIO.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg
MIJAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mijarSm_Prog001.mp4,MIJAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg
MIL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/milSm_Prog001.mp4,MIL.mp4,NUM.,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MILAGRE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/milagreSm_Prog001.mp4,MILAGRE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg42.jpg
MILHÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/milhaoSm_Prog001.mp4,MILHÃO.mp4,NUM.,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MILHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/milhoSm_Prog001.mp4,MILHO.mp4,SUBSTANTIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg45.jpg
MILIONÁRIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/milionarioSm_Prog001.mp4,MILIONÁRIO.mp4,ADJETIVO,NUMERAL/DINHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg
MILITAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/militarSm_Prog001.mp4,MILITAR.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg
MIM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mimSm_Prog001.mp4,MIM.mp4,PRONOME,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MIMADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mimadoSm_Prog001.mp4,MIMADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MÍMICA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mimicaSm_Prog001.mp4,MÍMICA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg52.jpg
MINAS GERAIS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/minas_geraisSm_Prog001.mp4,MINAS GERAIS.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MINGAU,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mingauSm_Prog001.mp4,MINGAU.mp4,SUBSTANTIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg
MINHOCA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/minhocaSm_Prog001.mp4,MINHOCA.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg16.jpg
MINI-SAIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/mini_saiaSm_Prog001.mp4,MINI-SAIA.mp4,SUBSTANTIVO,VESTUÁRIO/COMPLEMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
MÍNIMO1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/minimo1Sm_Prog001.mp4,MÍNIMO1.mp4,ADJETIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MÍNIMO2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/minimo2Sm_Prog001.mp4,MÍNIMO2.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg
MINISTÉRIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ministerioSm_Prog001.mp4,MINISTÉRIO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MINISTRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ministroSm_Prog001.mp4,MINISTRO.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg
MINUTO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/minutoSm_Prog001.mp4,MINUTO.mp4,SUBSTANTIVO,ANO SIDERAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg60.jpg
MISÉRIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/miseriaSm_Prog001.mp4,MISÉRIA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg
MISERICÓDIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/misericordiaSm_Prog001.mp4,MISERICÓDIA.mp4,SUBSTANTIVO,SENTIMENTOS,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg35a.jpg
MISSA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/missaSm_Prog001.mp4,MISSA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg
MÍSSIL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/missilSm_Prog001.mp4,MÍSSIL.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg
MISSIONÁRIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/missionarioSm_Prog001.mp4,MISSIONÁRIO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg59a.jpg
MISTÉRIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/misterioSm_Prog001.mp4,MISTÉRIO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg
