palavra,video_url,filename,classe_gramatical,assunto,configuracao_mao,CM
ENDERECO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enderecoSm_Prog001.mp4,ENDERECO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53a.jpg,cg53a
ENFEITAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enfeitarSm_Prog001.mp4,ENFEITAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ENFERMEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enfermeiroSm_Prog001.mp4,ENFERMEIRO.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ENFERMIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enfermidadeSm_Prog001.mp4,ENFERMIDADE.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg35a.jpg,cg35a
ENFERRUJAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enferrujarSm_Prog001.mp4,ENFERRUJAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENFORCADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enforcadoSm_Prog001.mp4,ENFORCADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg,cg51a
ENFORCAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enforcarSm_Prog001.mp4,ENFORCAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg,cg51a
ENFRAQUECER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enfraquecerSm_Prog001.mp4,ENFRAQUECER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg44.jpg,cg44
ENFRENTAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enfrentarSm_Prog001.mp4,ENFRENTAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ENGANAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enganar1Sm_Prog001.mp4,ENGANAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENGANAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enganar2Sm_Prog001.mp4,ENGANAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg25.jpg,cg25
ENGARRAFAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engarrafarSm_Prog001.mp4,ENGARRAFAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ENGASGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engasgarSm_Prog001.mp4,ENGASGAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ENGATINHAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engatinharSm_Prog001.mp4,ENGATINHAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ENGENHARIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engenhariaSm_Prog001.mp4,ENGENHARIA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg,cg51a
ENGENHEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engenheiroSm_Prog001.mp4,ENGENHEIRO.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg51a.jpg,cg51a
ENGOLIR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engolirSm_Prog001.mp4,ENGOLIR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg52.jpg,cg52
ENGORDAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engordarSm_Prog001.mp4,ENGORDAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENGRACADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engracadoSm_Prog001.mp4,ENGRACADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg19.jpg,cg19
ENGRAVATAR-SE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engravatar-seSm_Prog001.mp4,ENGRAVATAR-SE.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg,cg18a
ENGRAXAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/engraxarSm_Prog001.mp4,ENGRAXAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
ENJOADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enjoadoSm_Prog001.mp4,ENJOADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ENJOO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enjooSm_Prog001.mp4,ENJOO.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ENLOUQUECER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enlouquecerSm_Prog001.mp4,ENLOUQUECER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ENORME,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enormeSm_Prog001.mp4,ENORME.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENROLAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enrolar1Sm_Prog001.mp4,ENROLAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ENROLAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enrolar2Sm_Prog001.mp4,ENROLAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ENROSCAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enroscarSm_Prog001.mp4,ENROSCAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ENSAIAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ensaiarSm_Prog001.mp4,ENSAIAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ENSANGUENTADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ensanguentadoSm_Prog001.mp4,ENSANGUENTADO.mp4,ADJETIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENSINAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ensinarSm_Prog001.mp4,ENSINAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ENSOLARADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ensolaradoSm_Prog001.mp4,ENSOLARADO.mp4,ADJETIVO,PLANTA/FLOR/NATUREZA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENSURDECER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ensurdecerSm_Prog001.mp4,ENSURDECER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg,cg20
ENSURDECIDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ensurdecidoSm_Prog001.mp4,ENSURDECIDO.mp4,ADJETIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg,cg20
ENTENDER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entenderSm_Prog001.mp4,ENTENDER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ENTERRAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enterrarSm_Prog001.mp4,ENTERRAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ENTERRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enterroSm_Prog001.mp4,ENTERRO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ENTORNAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entornarSm_Prog001.mp4,ENTORNAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
ENTRADA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entradaSm_Prog001.mp4,ENTRADA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ENTRAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entrar1Sm_Prog001.mp4,ENTRAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ENTRAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entrar2Sm_Prog001.mp4,ENTRAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ENTRAR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entrar3Sm_Prog001.mp4,ENTRAR3.mp4,ADJETIVO,ALIMENTO/BEBIDA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg61.jpg,cg61
ENTREGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entregarSm_Prog001.mp4,ENTREGAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ENTREVISTAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entrevistarSm_Prog001.mp4,ENTREVISTAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENTRISTECER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/entristecerSm_Prog001.mp4,ENTRISTECER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg39.jpg,cg39
ENVELHECER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/envelhecerSm_Prog001.mp4,ENVELHECER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ENVELOPE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/envelopeSm_Prog001.mp4,ENVELOPE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ENVENENAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/envenenarSm_Prog001.mp4,ENVENENAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg30.jpg,cg30
ENVERGONHAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/envergonharSm_Prog001.mp4,ENVERGONHAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg31.jpg,cg31
ENVIAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enviar1Sm_Prog001.mp4,ENVIAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg,cg24
ENVIAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enviar2Sm_Prog001.mp4,ENVIAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg42.jpg,cg42
ENVIAR3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enviar3Sm_Prog001.mp4,ENVIAR3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ENVIUVAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enviuvarSm_Prog001.mp4,ENVIUVAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg,cg32
ENVOLVER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/envolverSm_Prog001.mp4,ENVOLVER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg45.jpg,cg45
ENXADA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enxadaSm_Prog001.mp4,ENXADA.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg,cg15
ENXAQUECA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enxaquecaSm_Prog001.mp4,ENXAQUECA.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
ENXERGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enxergarSm_Prog001.mp4,ENXERGAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg,cg32
ENXUGAR LAGRIMA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enxugar1Sm_Prog001.mp4,ENXUGAR LAGRIMA.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ENXUGAR LOUCA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/enxugar2Sm_Prog001.mp4,ENXUGAR LOUCA.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
EPIDEMIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/epidemiaSm_Prog001.mp4,EPIDEMIA.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg01.jpg,cg01
EPISCOPAL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/episcopalSm_Prog001.mp4,EPISCOPAL.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg06.jpg,cg06
EQUATORIANO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/equatorianoSm_Prog001.mp4,EQUATORIANO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg06.jpg,cg06
EQUILIBRAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/equilibrarSm_Prog001.mp4,EQUILIBRAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg,cg24
EQUIPE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/equipeSm_Prog001.mp4,EQUIPE.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg47.jpg,cg47
EQUITACAO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/equitacaoSm_Prog001.mp4,EQUITACAO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg28.jpg,cg28
ERECAO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/erecaoSm_Prog001.mp4,ERECAO.mp4,SUBSTANTIVO,CORPO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ERGUER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/erguer1Sm_Prog001.mp4,ERGUER1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ERGUER2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/erguer2Sm_Prog001.mp4,ERGUER2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ERGUER3,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/erguer3Sm_Prog001.mp4,ERGUER3.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ERRADO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/erradoSm_Prog001.mp4,ERRADO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg,cg11
ERRAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/errarSm_Prog001.mp4,ERRAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg11.jpg,cg11
ERVILHA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/ervilhaSm_Prog001.mp4,ERVILHA.mp4,SUBSTANTIVO,LEGUME/VERDURA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg,cg15
ESBARRAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/esbarrarSm_Prog001.mp4,ESBARRAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg14.jpg,cg14
ESBOFETEAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/esbofetearSm_Prog001.mp4,ESBOFETEAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg62.jpg,cg62
ESCADA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escada1Sm_Prog001.mp4,ESCADA.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg29a.jpg,cg29a
ESCADA DE CARACOL,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escada_de_caracolSm_Prog001.mp4,ESCADA DE CARACOL.mp4,SUBSTANTIVO,CASA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg28.jpg,cg28
ESCADA ROLANTE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escada-rolanteSm_Prog001.mp4,ESCADA ROLANTE.mp4,SUBSTANTIVO,APARELHO/MÁQUINA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg,cg24
ESCALAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escalarSm_Prog001.mp4,ESCALAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg31.jpg,cg31
ESCALAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escalar2Sm_Prog001.mp4,ESCALAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg,cg20
ESCAPAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escapar1Sm_Prog001.mp4,ESCAPAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg07.jpg,cg07
ESCAPAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escapar2Sm_Prog001.mp4,ESCAPAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg57.jpg,cg57
ESCLARECER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/esclarecerSm_Prog001.mp4,ESCLARECER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ESCOCES,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escocesSm_Prog001.mp4,ESCOCES.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ESCOCIA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escociaSm_Prog001.mp4,ESCOCIA.mp4,SUBSTANTIVO,PAÍS/ESTADO/CIDADE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ESCOLA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escolaSm_Prog001.mp4,ESCOLA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg63.jpg,cg63
ESCOLHER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escolherSm_Prog001.mp4,ESCOLHER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08b.jpg,cg08b
ESCONDE-ESCONDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/esconde-escondeSm_Prog001.mp4,ESCONDE-ESCONDE.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ESCONDER,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/esconderSm_Prog001.mp4,ESCONDER.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ESCONDIDO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escondidoSm_Prog001.mp4,ESCONDIDO.mp4,ADJETIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg53b.jpg,cg53b
ESCOPETA,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escopetaSm_Prog001.mp4,ESCOPETA.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg18a.jpg,cg18a
ESCORPIAO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escorpiaoSm_Prog001.mp4,ESCORPIAO.mp4,SUBSTANTIVO,ANIMAL/INSETO/PEIXE/AVE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg15.jpg,cg15
ESCORREGADOR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escorregadorSm_Prog001.mp4,ESCORREGADOR.mp4,SUBSTANTIVO,ESPORTE/DIVERSÃO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg24.jpg,cg24
ESCORREGAR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escorregarSm_Prog001.mp4,ESCORREGAR.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg32.jpg,cg32
ESCORRER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escorrer1Sm_Prog001.mp4,ESCORRER1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg08a.jpg,cg08a
ESCORRER2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escorrer2Sm_Prog001.mp4,ESCORRER2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg64.jpg,cg64
ESCOTEIRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escoteiroSm_Prog001.mp4,ESCOTEIRO.mp4,SUBSTANTIVO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg60.jpg,cg60
ESCOVA1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escova-dentalSm_Prog001.mp4,ESCOVA1.mp4,SUBSTANTIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
ESCOVA2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escova-cabeloSm_Prog001.mp4,ESCOVA2.mp4,ADJETIVO,HIGIENE/SAÚDE,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
ESCOVAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escovar-dentesSm_Prog001.mp4,ESCOVAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg05.jpg,cg05
ESCRAVIZAR1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escravoSm_Prog001.mp4,ESCRAVIZAR1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ESCRAVIZAR2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escravizar2Sm_Prog001.mp4,ESCRAVIZAR2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg02.jpg,cg02
ESCREVER NO QUADRO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escrever_no_quadroSm_Prog001.mp4,ESCREVER NO QUADRO.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg,cg20
ESCREVER1,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escrever1Sm_Prog001.mp4,ESCREVER1.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg04.jpg,cg04
ESCREVER2,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escrever2Sm_Prog001.mp4,ESCREVER2.mp4,VERBO,NENHUM,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg04.jpg,cg04
ESCRITOR,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escritorSm_Prog001.mp4,ESCRITOR.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg20.jpg,cg20
ESCRITORIO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/palavras/videos/escritorioSm_Prog001.mp4,ESCRITORIO.mp4,SUBSTANTIVO,PROFISSÃO/TRABALHO,http://www.acessibilidadebrasil.org.br/libras_3/public/media/mao/cg52.jpg,cg52
